2024-07-22 11:06:02.745024
Bus (ID);Bus (numéro);Etat;Ligne (ID);Ligne (nom court);Code du sens;Destination;Coordonnées;Avance / Retard
1663006634;1663006634;Hors-service;;;;;48.147198, -1.705791;
1842960160;1842960160;Hors-service;;;;;48.079354, -1.734835;
760416694;760416694;En ligne;0072;72;1;Rennes;48.023449, -1.616805;275
-1902332654;-1902332654;Hors-service;;;;;48.147198, -1.706034;
1575298930;1575298930;Hors-service;;;;;48.079038, -1.733717;
1672451704;1672451704;Hors-service;;;;;48.099112, -1.633146;
1942566410;1942566410;Hors-service;;;;;48.079676, -1.734433;
1658099682;1658099682;Hors-service;;;;;48.016312, -1.796191;
-1528073580;-1528073580;En ligne;0080;80;0;Laillé;48.063029, -1.678463;101
-1987586882;-1987586882;Hors-service;;;;;48.079834, -1.735227;
-334025318;-334025318;En ligne;0072;72;0;Pont-Péan;48.049984, -1.707399;43
-251224566;-251224566;En ligne;0067;67;1;Cesson-Sévigné;48.114404, -1.592531;64
-1805179880;-1805179880;En ligne;0053;53;0;La Chapelle-Th;48.109781, -1.684044;131
213195688;213195688;Hors-service;;;;;48.099432, -1.633712;
-68817564;-68817564;Hors-service;;;;;48.098877, -1.633394;
-1075551872;-1075551872;Hors-service;;;;;48.079994, -1.734825;
395602690;395602690;Hors-service;;;;;48.099273, -1.633631;
113589438;113589438;Hors-service;;;;;48.099354, -1.632037;
-893144870;-893144870;Hors-service;;;;;48.079596, -1.734426;
1307637700;1307637700;Hors-service;;;;;48.099034, -1.633072;
843217446;843217446;En ligne;0067;67;0;Rennes;48.109594, -1.480353;0
-345923864;-345923864;Hors-service;;;;;48.079597, -1.735072;
1490044702;1490044702;Hors-service;;;;;48.099432, -1.632111;
1025624448;1025624448;Hors-service;;;;;48.099514, -1.633706;
-163516862;-163516862;Hors-service;;;;;48.079513, -1.734916;
-2075294586;-2075294586;Hors-service;;;;;48.099036, -1.633476;
2134418482;2134418482;Hors-service;;;;;48.053999, -1.719468;
383704144;383704144;Hors-service;;;;;48.078716, -1.734105;
-980852574;-980852574;Hors-service;;;;;48.099439, -1.633551;
-1430920806;-1430920806;Hors-service;;;;;48.17976, -1.652116;
1478146156;1478146156;Hors-service;;;;;48.080153, -1.734906;
-616038570;-616038570;Hors-service;;;;;48.099272, -1.632514;
-1248513804;-1248513804;Hors-service;;;;;48.099357, -1.631956;
1660553158;1660553158;Hors-service;;;;;48.07936, -1.734674;
478403442;478403442;Hors-service;;;;;48.09928, -1.633228;
-701292798;-701292798;Hors-service;;;;;48.099597, -1.632515;
-1904786130;-1904786130;Hors-service;;;;;48.079674, -1.734271;
1208031450;1208031450;Hors-service;;;;;48.099198, -1.632117;
2049164254;2049164254;En ligne;0059;59;1;Rennes;48.085846, -1.695175;115
1110878676;1110878676;Hors-service;;;;;48.079678, -1.733949;
-1978141812;-1978141812;Hors-service;;;;;48.099198, -1.633476;
-1333768032;-1333768032;En ligne;0074;74;1;Rennes;47.99289, -1.662931;-16
1475692680;1475692680;Hors-service;;;;;48.079999, -1.73539;
-883699800;-883699800;Hors-service;;;;;48.099039, -1.633395;
-1151361030;-1151361030;Hors-service;;;;;48.052077, -1.716835;
-151618316;-151618316;Hors-service;;;;;48.099433, -1.631869;
-518885796;-518885796;Hors-service;;;;;48.098315, -1.428995;
-421733022;-421733022;Hors-service;;;;;48.05216, -1.717233;
1125230698;1125230698;Hors-service;;;;;48.098959, -1.632675;
-1880989038;-1880989038;Hors-service;;;;;48.0524, -1.717308;
-239326020;-239326020;Hors-service;;;;;48.051999, -1.716748;
-1710480582;-1710480582;En ligne;0072;72;1;Rennes;47.99992, -1.696915;0
-786547026;-786547026;Hors-service;;;;;48.052155, -1.716668;
-56919018;-56919018;Hors-service;;;;;48.051992, -1.716909;
-1163259576;-1163259576;Hors-service;;;;;48.116234, -1.577951;
-604140024;-604140024;En ligne;0061;61;0;Saint-Erblon;48.021605, -1.653744;50
1499489772;1499489772;Hors-service;;;;;48.05256, -1.717147;
-798445572;-798445572;Hors-service;;;;;48.098956, -1.632998;
490301988;490301988;En ligne;0061;61;1;Rennes;48.073236, -1.663643;234
-1701035512;-1701035512;Hors-service;;;;;48.06032, -1.614673;
-433631568;-433631568;Hors-service;;;;;48.099758, -1.633229;
672708990;672708990;Hors-service;;;;;48.05248, -1.717557;
-1518628510;-1518628510;Hors-service;;;;;48.052714, -1.718035;
295996440;295996440;Hors-service;;;;;48.099112, -1.632917;
1134675768;1134675768;Hors-service;;;;;48.052476, -1.716992;
-1153814506;-1153814506;Hors-service;;;;;48.05264, -1.717625;
-1795734810;-1795734810;Hors-service;;;;;48.098955, -1.633468;
1681896774;1681896774;Hors-service;;;;;48.106158, -1.674746;
-606593500;-606593500;Hors-service;;;;;48.052638, -1.608517;
-1613327808;-1613327808;Hors-service;;;;;48.099033, -1.631955;
2046710778;2046710778;Hors-service;;;;;48.052717, -1.716597;
-227427474;-227427474;Hors-service;;;;;48.146958, -1.705945;
1684350250;1684350250;Hors-service;;;;;48.052395, -1.716756;
-424186498;-424186498;Hors-service;;;;;48.049913, -1.599151;
137386530;137386530;Hors-service;;;;;48.14696, -1.706107;
1866757252;1866757252;Hors-service;;;;;48.052318, -1.716669;
1049421540;1049421540;Hors-service;;;;;48.097195, -1.624352;
319793532;319793532;En ligne;0077;77;0;Pacé;48.120559, -1.713501;70
-2063396040;-2063396040;En ligne;0059;59;1;Rennes;48.029199, -1.752589;0
1231828542;1231828542;Hors-service;;;;;48.096397, -1.625157;
867014538;867014538;Hors-service;;;;;48.096713, -1.625387;
-1698582036;-1698582036;Hors-service;;;;;48.052555, -1.716596;
-144626722;-144626722;Hors-service;;;;;48.096394, -1.625238;
1414235544;1414235544;Hors-service;;;;;48.096876, -1.626275;
-1516175034;-1516175034;Hors-service;;;;;48.052393, -1.716595;
37780280;37780280;En ligne;0062;62;0;Vern-sur-Seiche;48.087678, -1.643552;0
1961456550;1961456550;Hors-service;;;;;48.147193, -1.70571;
-968954028;-968954028;Hors-service;;;;;48.05208, -1.716755;
402594284;402594284;En ligne;0055;55;1;Rennes;48.07353, -1.853457;-1556
-1421475736;-1421475736;En ligne;0077;77;1;Rennes;48.160491, -1.768011;0
125487984;125487984;Hors-service;;;;;48.052152, -1.716748;
585001286;585001286;En ligne;0054;54;0;Le Rheu;48.096698, -1.773895;-2
-1056661732;-1056661732;En ligne;0076;76;1;Rennes;48.073813, -1.853577;-1548
307894986;307894986;En ligne;0059;59;0;Bruz;48.052989, -1.705528;85
1132222292;1132222292;En ligne;0055;55;1;Rennes;48.10482, -1.736646;861
-327033724;-327033724;Hors-service;;;;;48.096153, -1.625876;
855115992;855115992;En ligne;0074;74;0;Orgères | Bourgbarré;48.020151, -1.687854;-51
-1885895990;-1885895990;Hors-service;;;;;48.096159, -1.625715;
220187282;220187282;En ligne;0054;54;1;Rennes;48.103912, -1.878996;0
769861764;769861764;Hors-service;;;;;48.052561, -1.716906;
1608541092;1608541092;Hors-service;;;;;48.110316, -1.641626;
767408288;767408288;En ligne;0062;62;1;Rennes;48.038477, -1.602511;0
952268766;952268766;Hors-service;;;;;48.052476, -1.716992;
949815290;949815290;En ligne;0073;73;1;Rennes | La Poterie;48.06628, -1.620155;308
1317082770;1317082770;Hors-service;;;;;48.052557, -1.716986;
2044257302;2044257302;Hors-service;;;;;48.096792, -1.624748;
1864303776;1864303776;Hors-service;;;;;48.053836, -1.721067;
-2068302992;-2068302992;En ligne;0055;55;1;Rennes;48.077983, -1.836618;-126
-1336221508;-1336221508;Hors-service;;;;;48.052637, -1.717477;
-971407504;-971407504;Hors-service;;;;;48.052394, -1.717469;
-789000502;-789000502;Hors-service;;;;;48.052637, -1.717477;
-241779496;-241779496;Hors-service;;;;;48.052876, -1.716907;
-45020472;-45020472;Hors-service;;;;;48.146956, -1.706672;
502200534;502200534;Hors-service;;;;;48.097038, -1.624917;
684607536;684607536;Hors-service;;;;;48.110239, -1.642669;
1596642546;1596642546;Hors-service;;;;;48.147592, -1.705867;
1779049548;1779049548;Hors-service;;;;;48.096792, -1.624748;
-509440726;-509440726;Hors-service;;;;;48.14664, -1.705553;
1314629294;1314629294;Hors-service;;;;;48.096159, -1.625715;
1679443298;1679443298;Hors-service;;;;;48.096156, -1.625795;
1861850300;1861850300;Hors-service;;;;;48.096719, -1.625226;
1426134090;1426134090;Hors-service;;;;;48.110317, -1.642756;
2024-07-22 11:11:02.470511
Bus (ID);Bus (numéro);Etat;Ligne (ID);Ligne (nom court);Code du sens;Destination;Coordonnées;Avance / Retard
778817764;778817764;Hors-service;;;;;48.110794, -1.643229;
961224766;961224766;Hors-service;;;;;48.109915, -1.642667;
15578760;15578760;Hors-service;;;;;48.063915, -1.701471;
1690852774;1690852774;Hors-service;;;;;48.110476, -1.642838;
1508445772;1508445772;Hors-service;;;;;48.111354, -1.644113;
1292427774;1292427774;Hors-service;;;;;48.063753, -1.701228;
-1874486514;-1874486514;Hors-service;;;;;48.110077, -1.642668;
-349235244;-349235244;Hors-service;;;;;48.064713, -1.703156;
1839648780;1839648780;En ligne;0010;10;1;Beaulieu Chimie;48.099347, -1.706535;24
380392764;380392764;Hors-service;;;;;48.064559, -1.70251;
197985762;197985762;Hors-service;;;;;48.064801, -1.702989;
-1908097510;-1908097510;En ligne;0013;13;0;Porte de Ker Lann;48.111539, -1.685627;32
562799766;562799766;Hors-service;;;;;48.063837, -1.701397;
1657241778;1657241778;Hors-service;;;;;48.109676, -1.642996;
-1178469502;-1178469502;Hors-service;;;;;48.110641, -1.643229;
745206768;745206768;Hors-service;;;;;48.064314, -1.702986;
-2090504512;-2090504512;Hors-service;;;;;48.109674, -1.642834;
-996062500;-996062500;En ligne;0011;11;0;Roazhon Park;48.109127, -1.677835;71
927613770;927613770;Hors-service;;;;;48.064957, -1.702909;
-1360876504;-1360876504;Hors-service;;;;;48.109835, -1.643077;
-813655498;-813655498;Hors-service;;;;;48.109755, -1.642357;
1110020772;1110020772;Hors-service;;;;;48.064392, -1.703073;
-448841494;-448841494;En ligne;0011;11;1;La Poterie;48.108927, -1.709542;114
-631248496;-631248496;En ligne;0013;13;1;Chantepie;48.094504, -1.698259;-29
1474834776;1474834776;Hors-service;;;;;48.109676, -1.642996;
-266434492;-266434492;En ligne;0011;11;0;ZI Ouest;48.104888, -1.737419;146
98379512;98379512;Hors-service;;;;;48.110312, -1.642191;
2022055782;2022055782;En ligne;0012;12;0;La Poterie;48.121367, -1.708175;-13
280786514;280786514;En ligne;0032;32;0;Alma Sud;48.121262, -1.654798;171
463193516;463193516;En ligne;0050;50;1;Thorigné;48.144504, -1.609305;114
-1725690508;-1725690508;En ligne;0010;10;0;Porte de Cleunay;48.117199, -1.680435;132
1375228526;1375228526;En ligne;0010;10;0;Porte de Cleunay;48.117114, -1.634025;0
645600518;645600518;En ligne;0014;14;0;Roazhon Park;48.125257, -1.703109;-15
-1543283506;-1543283506;Hors-service;;;;;48.109674, -1.642592;
1740042530;1740042530;Hors-service;;;;;48.109919, -1.643233;
1557635528;1557635528;Hors-service;;;;;48.109754, -1.641711;
-84027490;-84027490;Hors-service;;;;;48.111201, -1.644113;
-2007703760;-2007703760;Hors-service;;;;;48.111279, -1.643958;
-1460482754;-1460482754;En ligne;0050;50;0;Cesson-Viasilva;48.154374, -1.580612;80
828007520;828007520;Hors-service;;;;;48.109757, -1.641873;
-1825296758;-1825296758;En ligne;0011;11;1;La Poterie;48.104846, -1.648211;-19
-913261748;-913261748;Hors-service;;;;;48.109915, -1.642667;
1010414522;1010414522;Hors-service;;;;;48.109757, -1.641873;
-1642889756;-1642889756;Hors-service;;;;;48.11024, -1.641955;
-117638486;-117638486;Hors-service;;;;;48.110157, -1.641315;
1192821524;1192821524;Hors-service;;;;;48.110478, -1.641626;
-1095668750;-1095668750;Hors-service;;;;;48.10992, -1.642748;
1888838536;1888838536;En ligne;0006;C6;0;Aéroport;48.092105, -1.703697;181
1922449532;1922449532;En ligne;0011;11;0;ZI Ouest;48.104309, -1.649711;-195
-730854746;-730854746;En ligne;0064;64;1;Acigné;48.140852, -1.567427;206
-1494093750;-1494093750;Hors-service;;;;;48.110473, -1.642676;
2104856534;2104856534;Hors-service;;;;;48.110959, -1.644751;
-1029673496;-1029673496;Hors-service;;;;;48.07984, -1.734838;
-1311686748;-1311686748;Hors-service;;;;;48.115596, -1.578111;
-1278075752;-1278075752;Inconnu;0034;34;1;ZA Saint-Sulpice;48.131916, -1.635149;
-847266494;-847266494;Hors-service;;;;;48.11, -1.641867;
-946872744;-946872744;Hors-service;;;;;48.115753, -1.577788;
2071245538;2071245538;En ligne;0006;C6;0;Aéroport;48.113297, -1.589702;9
-664859492;-664859492;Hors-service;;;;;48.11024, -1.640596;
512383272;512383272;Hors-service;;;;;48.108955, -1.641385;
-2041314756;-2041314756;En ligne;0006;C6;0;Aéroport;48.109859, -1.679825;39
-482452490;-482452490;Hors-service;;;;;48.081915, -1.633791;
1059604278;1059604278;Hors-service;;;;;48.108955, -1.641627;
-1858907754;-1858907754;Hors-service;;;;;48.11088, -1.643546;
64768516;64768516;Hors-service;;;;;48.110233, -1.640986;
1424418282;1424418282;Hors-service;;;;;48.115834, -1.577553;
-1129279746;-1129279746;Hors-service;;;;;48.115034, -1.578197;
247175518;247175518;Hors-service;;;;;48.110234, -1.640515;
1225205782;1225205782;Hors-service;;;;;48.110553, -1.641552;
-582058740;-582058740;Hors-service;;;;;48.1104, -1.644756;
-1676500752;-1676500752;En ligne;0006;C6;1;Cesson-Sévigné;48.107135, -1.680539;-95
-1345297744;-1345297744;Inconnu;0012;12;1;Villejean-U;48.110236, -1.642507;
-399651738;-399651738;Hors-service;;;;;48.114236, -1.580187;
-764465742;-764465742;En ligne;0006;C6;1;Cesson-Sévigné;48.087372, -1.707096;-63
-615669736;-615669736;Hors-service;;;;;48.115675, -1.578185;
1242011280;1242011280;Hors-service;;;;;48.108957, -1.642031;
-34837734;-34837734;Hors-service;;;;;48.108952, -1.641465;
478772276;478772276;Hors-service;;;;;48.109596, -1.642747;
1971639288;1971639288;Hors-service;;;;;48.108958, -1.641789;
147569268;147569268;Hors-service;;;;;48.115596, -1.578111;
661179278;661179278;Hors-service;;;;;48.110879, -1.644031;
-1958514004;-1958514004;Hors-service;;;;;48.109035, -1.641876;
-51643232;-51643232;Hors-service;;;;;48.109673, -1.643077;
843586280;843586280;En ligne;0012;12;1;Villejean-U;48.124601, -1.681764;35
-1776107002;-1776107002;Hors-service;;;;;48.115512, -1.578426;
677984776;677984776;Hors-service;;;;;48.079999, -1.73539;
-1627310996;-1627310996;Hors-service;;;;;48.114395, -1.579797;
1042798780;1042798780;Hors-service;;;;;48.110077, -1.642426;
-1162890742;-1162890742;Hors-service;;;;;48.115118, -1.578352;
1009187784;1009187784;Hors-service;;;;;48.110153, -1.640508;
1590019786;1590019786;En ligne;0056;56;0;Chavagne;48.109834, -1.683174;16
-980483740;-980483740;En ligne;0012;12;0;La Poterie;48.104351, -1.67258;-48
-1860134492;-1860134492;Hors-service;;;;;48.111113, -1.644038;
-798076738;-798076738;Hors-service;;;;;48.115913, -1.577627;
1573214288;1573214288;En ligne;0012;12;0;La Poterie;48.084565, -1.657324;117
-1677727490;-1677727490;Hors-service;;;;;48.109835, -1.641476;
1025993282;1025993282;Inconnu;0012;12;1;Villejean-U;48.087672, -1.645072;
1755621290;1755621290;En ligne;0012;12;0;La Poterie;48.129778, -1.684189;-15
-1495320488;-1495320488;En ligne;0032;32;1;Saint-Grégoire;48.150092, -1.685655;283
1938028292;1938028292;Inconnu;0012;12;0;La Poterie;48.098875, -1.675635;
2120435294;2120435294;Hors-service;;;;;48.109201, -1.642026;
-948099482;-948099482;Hors-service;;;;;48.111033, -1.643788;
-1444903994;-1444903994;Hors-service;;;;;48.109192, -1.641796;
-1992125000;-1992125000;Hors-service;;;;;48.109194, -1.641958;
146342530;146342530;Hors-service;;;;;48.063675, -1.701154;
1374001788;1374001788;Hors-service;;;;;48.110878, -1.644515;
1191594786;1191594786;Hors-service;;;;;48.110236, -1.640676;
328749532;328749532;Hors-service;;;;;48.063678, -1.701073;
1556408790;1556408790;Hors-service;;;;;48.110319, -1.641545;
1921222794;1921222794;Hors-service;;;;;48.111201, -1.644113;
-616896474;-616896474;En ligne;0002;C2;1;Saint-Grégoire;48.096224, -1.636902;0
2103629796;2103629796;Hors-service;;;;;48.110474, -1.642191;
2070018800;2070018800;En ligne;0013;13;0;Porte de Ker Lann;48.06728, -1.721891;233
-69675468;-69675468;En ligne;0001;C1;1;Cesson-Viasilva;48.103758, -1.674802;-122
-2008930498;-2008930498;Hors-service;;;;;48.110873, -1.644192;
-1312913486;-1312913486;En ligne;0032;32;1;Saint-Grégoire;48.09373, -1.673068;-79
842359542;842359542;Hors-service;;;;;48.11064, -1.641869;
-2042541494;-2042541494;En ligne;0064;64;0;Cesson-Viasilva;48.127287, -1.612999;65
-583285478;-583285478;En ligne;0014;14;0;Roazhon Park;48.122116, -1.651427;-35
1571987550;1571987550;En ligne;0002;C2;1;Saint-Grégoire;48.104307, -1.67255;172
-1130506484;-1130506484;En ligne;0006;C6;1;Cesson-Sévigné;48.112813, -1.641387;67
-218471474;-218471474;Hors-service;;;;;48.109915, -1.641065;
1936801554;1936801554;Hors-service;;;;;48.110714, -1.64411;
-765692480;-765692480;Hors-service;;;;;48.109836, -1.641233;
-36064472;-36064472;Hors-service;;;;;48.063675, -1.701154;
-1628537734;-1628537734;En ligne;0005;C5;1;Saint-Laurent;48.085483, -1.691846;200
-400878476;-400878476;Hors-service;;;;;48.109833, -1.641072;
477545538;477545538;Hors-service;;;;;48.110476, -1.644426;
-1081316728;-1081316728;Hors-service;;;;;48.110555, -1.643558;
-799303476;-799303476;En ligne;0006;C6;1;Cesson-Sévigné;48.114493, -1.592794;20
1024766544;1024766544;En ligne;0007;C7;0;Bruz;48.020053, -1.740883;193
-351688720;-351688720;En ligne;0007;C7;1;St-Jacques-Gaîté;48.044805, -1.745656;-8
-252082470;-252082470;Hors-service;;;;;48.110479, -1.644588;
1207173546;1207173546;En ligne;0005;C5;0;Lycée Bréquigny;48.138716, -1.659071;0
-169281718;-169281718;En ligne;0002;C2;0;Haut Sancé;48.104589, -1.667703;92
112731534;112731534;En ligne;0001;C1;1;Cesson-Viasilva;48.119552, -1.666817;60
1754394552;1754394552;Hors-service;;;;;48.111197, -1.644193;
560346290;560346290;En ligne;0002;C2;0;Haut Sancé;48.154215, -1.686695;-6
659952540;659952540;En ligne;0003;C3;0;Henri Fréville;48.115551, -1.674285;101
-1993351738;-1993351738;Hors-service;;;;;48.110552, -1.643867;
1107567296;1107567296;En ligne;0013;13;1;Chantepie;48.077833, -1.632599;338
1389580548;1389580548;Hors-service;;;;;48.110319, -1.641787;
-1446130732;-1446130732;Hors-service;;;;;48.110636, -1.643794;
1472381300;1472381300;En ligne;0004;C4;1;ZA Saint-Sulpice;48.111469, -1.646909;217
2119208556;2119208556;Hors-service;;;;;48.11112, -1.643634;
195532286;195532286;Hors-service;;;;;48.110474, -1.643793;
-998515976;-998515976;Hors-service;;;;;48.110073, -1.642991;
-1810944736;-1810944736;Hors-service;;;;;48.110555, -1.643787;
377939288;377939288;En ligne;0004;C4;1;ZA Saint-Sulpice;48.135834, -1.692833;0
79120538;79120538;Hors-service;;;;;48.110236, -1.642507;
-898909726;-898909726;En ligne;0005;C5;0;Lycée Bréquigny;48.11893, -1.651079;52
742753292;742753292;En ligne;0005;C5;1;Saint-Laurent;48.109783, -1.678553;-28
443934542;443934542;Hors-service;;;;;48.064, -1.701156;
-716502724;-716502724;En ligne;0001;C1;0;Chantepie;48.08638, -1.615361;356
925160294;925160294;Hors-service;;;;;48.110319, -1.643389;
1355969552;1355969552;Hors-service;;;;;48.064715, -1.70243;
13125284;13125284;Hors-service;;;;;48.109995, -1.643145;
1289974298;1289974298;Hors-service;;;;;48.110313, -1.643308;
1720783556;1720783556;Hors-service;;;;;48.064794, -1.70315;
1654788302;1654788302;Hors-service;;;;;48.111195, -1.644031;
2019602306;2019602306;En ligne;0001;C1;0;Chantepie;48.109879, -1.675452;-122
-1662148730;-1662148730;Hors-service;;;;;48.11064, -1.641869;
1837195304;1837195304;En ligne;0003;C3;0;Henri Fréville;48.097267, -1.675951;344
-2092957988;-2092957988;Hors-service;;;;;48.110078, -1.643314;
-1114927724;-1114927724;Inconnu;0014;14;1;Beaulieu Chimie;48.116156, -1.714508;
-1728143984;-1728143984;En ligne;0002;C2;1;Saint-Grégoire;48.088066, -1.641259;22
-1910550986;-1910550986;En ligne;0004;C4;1;ZA Saint-Sulpice;48.110011, -1.686434;127
161921290;161921290;Hors-service;;;;;48.11, -1.641638;
-1363329980;-1363329980;Hors-service;;;;;48.110241, -1.643315;
-1545736982;-1545736982;Hors-service;;;;;48.110076, -1.643152;
344328292;344328292;Hors-service;;;;;48.052953, -1.717465;
-816108974;-816108974;En ligne;0002;C2;1;Saint-Grégoire;48.122569, -1.685502;202
-1180922978;-1180922978;Hors-service;;;;;48.111197, -1.644193;
526735294;526735294;Hors-service;;;;;48.109999, -1.64075;
-633701972;-633701972;En ligne;0004;C4;1;ZA Saint-Sulpice;48.121752, -1.703954;53
-451294970;-451294970;En ligne;0004;C4;0;Grand Quartier;48.132395, -1.636268;0
891549298;891549298;Hors-service;;;;;48.110073, -1.641389;
1538376554;1538376554;Hors-service;;;;;48.064398, -1.703155;
626341544;626341544;Hors-service;;;;;48.064794, -1.70315;
1073956300;1073956300;Hors-service;;;;;48.110077, -1.642668;
1903190558;1903190558;Hors-service;;;;;48.064801, -1.702989;
1173562550;1173562550;Hors-service;;;;;48.064873, -1.702753;
1438770304;1438770304;En ligne;0014;14;1;Beaulieu Chimie;48.123298, -1.660067;-229
-1844555732;-1844555732;Hors-service;;;;;48.063676, -1.700912;
2085597560;2085597560;Hors-service;;;;;48.064801, -1.702989;
1322358556;1322358556;Hors-service;;;;;48.064237, -1.701069;
-932520722;-932520722;Hors-service;;;;;48.11, -1.641867;
-2026962734;-2026962734;Hors-service;;;;;48.064712, -1.70251;
1504765558;1504765558;Hors-service;;;;;48.064798, -1.702827;
-567706718;-567706718;Hors-service;;;;;48.110557, -1.641229;
-1479741728;-1479741728;Hors-service;;;;;48.110312, -1.641948;
2051986564;2051986564;Hors-service;;;;;48.064154, -1.700914;
-202892714;-202892714;Hors-service;;;;;48.11, -1.641638;
-1297334726;-1297334726;Hors-service;;;;;48.109994, -1.642028;
-2060573730;-2060573730;Hors-service;;;;;48.064153, -1.701385;
709142296;709142296;Hors-service;;;;;48.110237, -1.642036;
-385299716;-385299716;Hors-service;;;;;48.109994, -1.641786;
-1695759726;-1695759726;En ligne;0007;C7;0;Bruz;48.050071, -1.740482;-53
1256363302;1256363302;En ligne;0003;C3;1;Patton;48.125992, -1.665798;-71
-20485712;-20485712;En ligne;0006;C6;0;Aéroport;48.114249, -1.616315;167
-601317714;-601317714;En ligne;0005;C5;0;Lycée Bréquigny;48.1388, -1.659227;0
1139951554;1139951554;Hors-service;;;;;48.064234, -1.701392;
957544552;957544552;Hors-service;;;;;48.063677, -1.700428;
-418910712;-418910712;En ligne;0005;C5;0;Lycée Bréquigny;48.109906, -1.671834;208
-1878166728;-1878166728;Hors-service;;;;;48.064476, -1.703229;
1687172560;1687172560;Hors-service;;;;;48.064954, -1.702989;
310717296;310717296;Hors-service;;;;;48.064079, -1.700746;
-1330945722;-1330945722;En ligne;0002;C2;1;Saint-Grégoire;48.158878, -1.685263;360
1869579562;1869579562;Hors-service;;;;;48.064713, -1.703156;
675531300;675531300;Hors-service;;;;;48.063995, -1.70059;
-783724716;-783724716;Hors-service;;;;;48.110638, -1.642825;
-1513352724;-1513352724;En ligne;0004;C4;0;Grand Quartier;48.127597, -1.703183;-72
1222752306;1222752306;Hors-service;;;;;48.064716, -1.703075;
-236503710;-236503710;En ligne;0001;C1;0;Chantepie;48.093356, -1.648128;-109
-1148538720;-1148538720;En ligne;0007;C7;0;Bruz;48.092158, -1.702598;0
1587566310;1587566310;Hors-service;;;;;48.063916, -1.700987;
1040345304;1040345304;Hors-service;;;;;48.064876, -1.702915;
-966131718;-966131718;Hors-service;;;;;48.110074, -1.642506;
1952380314;1952380314;Hors-service;;;;;48.064478, -1.702274;
-1430551972;-1430551972;Hors-service;;;;;48.06472, -1.701865;
-54096708;-54096708;En ligne;0006;C6;1;Cesson-Sévigné;48.067998, -1.726918;0
2134787316;2134787316;Hors-service;;;;;48.064312, -1.702596;
-1248144970;-1248144970;Hors-service;;;;;48.063837, -1.700267;
493124298;493124298;En ligne;0003;C3;1;Patton;48.105983, -1.677543;-67
-1977772978;-1977772978;Hors-service;;;;;48.063996, -1.701236;
-1065737968;-1065737968;Hors-service;;;;;48.06384, -1.700187;
857938302;857938302;Hors-service;;;;;48.063914, -1.700825;
-1795365976;-1795365976;Hors-service;;;;;48.111273, -1.644106;
-700923964;-700923964;Hors-service;;;;;48.064394, -1.700989;
1405159308;1405159308;Hors-service;;;;;48.063914, -1.700355;
-518516962;-518516962;Hors-service;;;;;48.064394, -1.700989;
-153702958;-153702958;Hors-service;;;;;48.064313, -1.700753;
1769973312;1769973312;Hors-service;;;;;48.063919, -1.700907;
211111046;211111046;Hors-service;;;;;48.064639, -1.702746;
758332052;758332052;Hors-service;;;;;48.064713, -1.702026;
-1612958974;-1612958974;Hors-service;;;;;48.110315, -1.64211;
393518048;393518048;Hors-service;;;;;48.064555, -1.70259;
1487960060;1487960060;Hors-service;;;;;48.064077, -1.700356;
-883330966;-883330966;Hors-service;;;;;48.063758, -1.700435;
940739054;940739054;En ligne;0001;C1;1;Cesson-Viasilva;48.132565, -1.620246;130
-1894972226;-1894972226;Hors-service;;;;;48.064801, -1.702989;
-336109960;-336109960;Hors-service;;;;;48.064716, -1.703075;
1123146056;1123146056;Hors-service;;;;;48.064152, -1.700268;
-1347751220;-1347751220;Hors-service;;;;;48.109592, -1.643069;
28704044;28704044;Hors-service;;;;;48.064316, -1.700673;
1305553058;1305553058;En ligne;0005;C5;0;Lycée Bréquigny;48.093729, -1.690789;266
-618123212;-618123212;Hors-service;;;;;48.109995, -1.641072;
575925050;575925050;Hors-service;;;;;48.111752, -1.680275;
1670367062;1670367062;Hors-service;;;;;48.064797, -1.701953;
2018375568;2018375568;Hors-service;;;;;48.147434, -1.706432;
2035181066;2035181066;Hors-service;;;;;48.064793, -1.702275;
1852774064;1852774064;En ligne;0001;C1;1;Cesson-Viasilva;48.088057, -1.617404;70
-1911777724;-1911777724;Hors-service;;;;;48.146952, -1.705877;
-2077379228;-2077379228;En ligne;0004;C4;0;Grand Quartier;48.109883, -1.682626;125
-1712565224;-1712565224;En ligne;0001;C1;0;Chantepie;48.128345, -1.636115;28
-634928710;-634928710;En ligne;0076;76;1;Rennes;48.119275, -1.708203;5
1471154562;1471154562;Hors-service;;;;;48.110797, -1.642677;
-1530158222;-1530158222;En ligne;0005;C5;1;Saint-Laurent;48.118773, -1.651644;99
-87707704;-87707704;Hors-service;;;;;48.146959, -1.705474;
-2094184726;-2094184726;Hors-service;;;;;48.146955, -1.705796;
-1165344218;-1165344218;En ligne;0003;C3;0;Henri Fréville;48.136684, -1.668722;-23
-469327206;-469327206;Hors-service;;;;;48.09944, -1.632838;
-1729370722;-1729370722;Hors-service;;;;;48.146958, -1.705716;
-982937216;-982937216;En ligne;0003;C3;1;Patton;48.088753, -1.674699;13
625114806;625114806;Hors-service;;;;;48.097273, -1.624669;
-452521708;-452521708;En ligne;0081;81;0;Clayes-Romillé;48.167119, -1.841178;10
-800530214;-800530214;Hors-service;;;;;48.109912, -1.640675;
989928810;989928810;Hors-service;;;;;48.146872, -1.705156;
-270114706;-270114706;Hors-service;;;;;48.146953, -1.705392;
